IP_ES_25_N1,Z3_IB_4_N1,Z1_IB_10_N1,Z1_IB_5_N1,Z3_IB_8_N1,ECI_IB_4_N1,ECI_IB_5_N1,Gs(U)_IB_12_N1,Gs(U)_IB_68_N1,Gs(U)_IB_58_N1,Gs(U)_IB_60_N1,Z1_NO_sideL35_M,HP_NO_sideL35_CV,Z1_NO_sideR35_CV,Pb_NO_sideR35_S,IP_NO_sideL35_SI71,Z1_NO_PRT_CV,Z2_NO_AHR_CV,Gs(U)_NO_ALR_SI71,Z3_NO_UCR_S,Z3_NO_UCR_N1,ECI_NO_UCR_CV,Pa_NO_BSR_SI71,ISA_NO_NPR_S,Z3_NO_NPR_V,IP_NO_PLR_S,Pb_NO_PCR_V,ECI_NO_PCR_CV,class
6.36,12.47,18.15,12.99,8.86,52.42,43.21,0.06,0.03,0.05,0.05,0.82,-3.01,401.05,0.68,0.64,6.25,111.67,0.59,0.59,25.23,0.65,0.61,-0.65,1.14,0.81,0.01,0.46,N
5.53,10.65,8.2,9.22,19.15,29.53,30.76,0.05,0.05,0.05,0.04,1.65,-1.97,8.01,0.83,0.55,4.16,3.32,0.6,-1.77,3.28,0.39,0.61,-0.67,1.25,0.61,0.01,0.65,N
5.73,15.58,10.25,7.87,15.35,35.35,28.28,0.04,0.04,0.15,0.05,1.71,-3.91,2.91,1.19,0.61,4.31,3.53,0.56,1.23,2.79,0.46,0.43,-1.57,0.93,0.28,0.0,0.48,N
6.12,10.74,10.47,11.96,13.22,22.53,38.87,0.09,0.04,0.11,0.05,1.15,3.25,-10.83,0.53,0.48,-4.49,-1.31,0.5,1.09,11.53,0.46,0.48,-1.06,1.0,0.97,0.01,0.48,N
16.29,8.45,5.92,8.38,27.95,21.97,16.2,0.04,0.06,0.04,0.06,1.08,-24.22,4.44,0.84,0.54,23.6,-7.72,0.51,-0.48,-2.33,0.39,0.59,-0.57,0.88,0.37,0.01,0.53,N
-1.37,17.78,8.51,6.92,25.0,213.07,48.39,0.03,0.05,0.04,0.05,0.58,7.27,-11.31,0.45,0.49,-7.94,-4.44,0.43,1.74,-2.35,0.42,0.49,-1.15,0.37,0.43,0.02,0.6,N
6.94,17.55,15.79,7.26,15.48,55.18,41.05,0.08,0.07,0.06,0.06,7.77,-7.45,6.0,1.23,0.54,9.91,-24.12,0.49,-0.72,-1.27,0.37,0.56,-1.28,0.87,0.64,0.02,0.63,N
6.28,22.19,15.32,7.64,15.72,82.25,38.13,0.06,0.05,0.05,0.06,1.09,-4.17,2.71,0.85,0.62,3.44,-4.72,0.57,1.01,9.99,0.54,0.45,-0.73,1.2,0.9,0.01,0.65,N
5.51,24.9,6.87,10.59,11.05,44.53,38.64,0.03,0.04,0.04,0.05,0.94,-7.51,6.84,0.7,0.64,7.57,-3.71,0.58,1.13,3.89,0.52,0.39,-1.03,1.32,0.94,0.02,0.57,N
14.63,20.2,7.79,7.01,16.07,28.03,30.9,0.05,0.04,0.05,0.04,7.8,-14.91,2.78,1.32,0.61,8.04,3.19,0.56,1.77,6.29,0.44,0.53,-1.18,0.72,0.23,0.02,0.62,N
13.98,15.71,8.64,7.36,30.52,22.54,30.25,0.04,0.03,0.05,0.03,3.31,-2.0,1.81,1.5,0.56,2.26,1.22,0.47,-1.16,1.74,0.43,0.57,0.41,0.4,0.05,0.01,0.61,N
4.16,20.35,17.01,8.87,14.57,30.84,30.29,0.05,0.04,0.08,0.06,1.4,-3.15,7.74,0.66,0.66,5.19,-28.58,0.61,1.22,15.51,0.45,0.56,-0.74,0.96,0.95,0.02,0.63,N
16.74,27.2,7.17,12.15,21.68,39.71,38.53,0.06,0.05,0.16,0.05,0.7,-3.35,5.85,0.93,0.51,4.08,-3.81,0.5,1.31,2.51,0.43,0.54,-0.06,1.07,0.61,0.02,0.62,N
5.9,21.6,20.1,7.49,27.98,50.98,72.34,0.07,0.04,0.05,0.05,0.59,9.91,-5.13,0.71,0.6,-4.55,-4.44,0.49,-0.79,-0.94,0.39,0.61,-0.78,0.76,0.43,0.02,0.6,N
6.45,50.15,8.12,7.62,24.24,29.47,51.62,0.05,0.06,0.06,0.1,1.29,-7.58,3.92,0.95,0.54,3.7,26.39,0.59,1.27,9.01,0.48,0.54,-0.63,0.96,0.95,0.02,0.62,N
15.43,8.45,7.31,10.49,17.58,22.68,22.65,0.04,0.09,0.04,0.05,0.97,-5.45,4.02,0.82,0.59,4.14,37.55,0.55,1.28,11.29,0.5,0.57,-0.19,0.68,0.56,0.02,0.63,N
9.77,25.38,9.1,7.68,18.26,33.28,28.29,0.08,0.05,0.06,0.05,0.54,-5.47,4.02,1.19,0.62,5.76,21.82,0.53,1.38,7.89,0.47,0.55,-0.75,0.38,0.62,0.02,0.56,N
6.25,20.92,7.3,7.6,15.38,29.33,26.84,0.04,0.07,0.07,0.03,1.55,-6.4,12.48,1.18,0.48,9.49,-3.51,0.43,1.62,1.31,0.46,0.54,-0.91,0.58,0.68,0.02,0.58,N
5.19,43.48,7.72,9.88,12.23,20.11,20.1,0.05,0.06,0.18,0.15,2.07,-4.65,-21.17,0.54,0.55,-30.28,-22.76,0.52,1.42,5.54,0.48,0.56,-0.79,0.61,0.56,0.02,0.61,N
14.54,259.26,19.17,213.76,52.04,466.67,369.57,0.09,0.04,0.05,0.04,0.26,-2.92,-11.08,0.43,0.61,10.55,-3.09,0.52,0.0,-7.32,0.37,0.53,-0.41,1.3,0.35,0.01,0.52,N
6.34,41.4,12.21,7.15,28.25,58.01,31.19,0.07,0.07,0.05,0.04,0.75,11.52,6.23,0.79,0.61,16.35,-12.3,0.53,1.4,11.54,0.54,0.63,-0.46,0.92,0.47,0.02,0.62,N
13.93,13.18,6.76,9.7,9.96,17.06,18.59,0.04,0.07,0.05,0.05,4.47,-1.65,2.14,0.93,0.53,2.17,3.02,0.62,-1.4,3.47,0.4,0.61,-0.7,1.08,0.36,0.01,0.46,N
5.87,20.29,11.1,5.98,15.2,74.98,46.67,0.07,0.08,0.04,0.05,0.74,-14.94,3.13,0.93,0.51,5.56,9.05,0.56,1.49,7.36,0.44,0.49,-0.56,1.01,0.55,0.02,0.64,N
5.38,125.45,7.61,10.16,123.28,64.33,69.03,0.05,0.09,0.04,0.04,1.84,-2.5,-27.73,0.79,0.62,10.31,-4.53,0.52,1.95,1.91,0.4,0.53,-0.18,0.42,0.81,0.02,0.61,N
6.53,24.28,16.23,7.5,18.62,67.59,70.86,0.06,0.04,0.03,0.03,1.82,-6.07,-3.51,0.41,0.65,-7.1,973.99,0.52,1.5,8.91,0.49,0.58,-1.31,1.15,0.33,0.01,0.63,N
5.53,19.66,7.3,6.84,36.36,85.07,254.54,0.1,0.06,0.05,0.03,2.6,4.94,-2.92,-0.13,0.58,-2.66,-4.78,0.44,1.5,5.18,0.46,0.48,-1.56,1.03,0.61,0.02,0.63,N
6.84,36.71,12.15,9.28,17.12,31.02,26.44,0.05,0.06,0.07,0.04,0.96,-3.92,4.89,1.16,0.63,4.52,-21.65,0.54,1.83,8.91,0.44,0.62,-0.68,1.84,0.88,0.02,0.65,N
4.85,40.77,9.76,13.16,15.82,129.79,88.25,0.06,0.06,0.09,0.06,0.64,-3.59,6.2,0.75,0.59,3.7,6.67,0.6,1.05,15.8,0.52,0.5,-0.46,0.82,0.8,0.02,0.64,N
2.78,11.89,6.8,9.45,22.77,30.56,28.46,0.04,0.05,0.04,0.05,3.04,-4.0,-7.49,0.64,0.66,69.97,-7.17,0.51,0.78,19.88,0.58,0.4,-1.28,0.83,0.34,0.01,0.61,N
6.0,16.65,8.91,7.82,16.88,49.2,37.76,0.05,0.07,0.04,0.05,0.74,72.6,43.04,0.46,0.57,-59.6,-5.04,0.5,1.21,6.23,0.47,0.51,-1.21,0.64,0.64,0.02,0.57,N
4.46,18.44,6.73,9.39,21.29,54.26,38.28,0.04,0.04,0.04,0.07,1.91,-50.68,53.03,0.51,0.53,-26.4,69.45,0.53,1.25,-1.16,0.45,0.48,-1.15,1.37,0.37,0.01,0.56,N
5.51,259.26,333.33,333.33,259.26,466.67,466.67,0.13,0.06,0.06,0.05,0.16,5.71,2.12,0.49,0.46,3.5,-3.56,0.41,0.07,27.56,0.74,0.65,0.48,0.91,0.57,0.02,0.59,N
5.53,33.43,7.21,10.42,10.51,54.64,40.01,0.06,0.04,0.03,0.04,1.06,48.59,19.96,0.85,0.59,-675.13,-4.59,0.5,1.6,-0.61,0.41,0.55,-0.46,0.66,0.19,0.02,0.57,N
6.04,31.93,8.04,8.41,14.32,61.16,62.37,0.03,0.05,0.05,0.06,1.06,16.96,-1.71,0.41,0.51,-3.04,-2.8,0.42,-0.48,-3.26,0.09,0.47,-1.06,0.47,0.39,0.02,0.64,N
5.57,10.07,9.75,10.27,14.69,189.2,179.03,0.09,0.05,0.08,0.05,1.08,-3.3,2.92,0.51,0.6,3.49,-6.29,0.43,1.52,15.9,0.56,0.75,-0.52,1.72,0.81,0.02,0.62,N
4.78,20.82,7.2,8.37,24.77,243.4,168.96,0.06,0.07,0.06,0.04,0.61,4.01,45.58,0.69,0.55,-8.37,-8.42,0.51,0.97,19.11,0.64,0.42,-1.09,1.5,0.54,0.02,0.63,N
4.03,10.49,6.26,8.43,18.33,64.38,36.21,0.04,0.05,0.04,0.04,5.81,-3.08,42.95,1.04,0.57,8.8,4.29,0.52,-1.0,-0.8,0.43,0.52,-1.13,1.42,-0.35,0.01,0.59,N
6.17,18.83,9.08,8.63,21.98,146.06,368.27,0.05,0.04,0.05,0.04,14.12,-4.3,7.7,0.92,0.62,10.71,13.46,0.54,1.33,13.02,0.52,0.6,-0.55,1.2,0.56,0.02,0.62,N
6.38,96.78,8.34,13.62,22.13,162.97,129.87,0.05,0.09,0.06,0.05,0.48,-9.23,3.56,0.99,0.5,4.53,-1.72,0.48,1.43,5.7,0.47,0.47,-0.22,1.05,0.94,0.01,0.51,N
4.58,30.61,11.13,6.94,9.51,55.33,93.86,0.06,0.05,0.05,0.03,1.0,-4.92,-41.08,0.83,0.6,35.5,-9.0,0.5,1.26,3.54,0.47,0.54,-0.42,0.91,0.14,0.01,0.58,N
5.98,25.25,10.15,10.24,266.02,38.53,60.0,0.06,0.05,0.11,0.05,1.59,-5.75,9.93,0.6,0.65,10.34,-2.46,0.59,0.76,23.74,0.62,0.58,-0.43,1.07,0.79,0.01,0.44,N
5.94,29.46,7.04,12.62,25.18,59.94,36.08,0.06,0.05,0.03,0.05,0.73,16.45,2.25,1.54,0.46,5.57,-7.02,0.49,-1.41,4.48,0.38,0.57,-0.57,0.64,0.61,0.02,0.57,N
5.91,53.46,9.95,12.91,28.7,64.5,47.39,0.08,0.05,0.18,0.16,1.73,-3.44,3.41,0.63,0.56,4.17,-5.79,0.51,1.47,6.98,0.48,0.47,-0.77,1.33,0.9,0.02,0.7,N
5.6,30.4,7.74,8.17,22.72,28.25,26.1,0.03,0.07,0.04,0.04,11.24,-3.02,2.6,1.28,0.6,3.47,6.5,0.45,-0.81,0.17,0.26,0.52,-1.48,0.35,0.89,0.02,0.63,N
4.28,259.26,213.76,333.33,259.26,466.67,466.67,0.06,0.04,0.05,0.04,0.19,2.61,-3.81,0.33,0.4,-5.94,-1.29,0.48,-0.41,-2.34,0.4,0.5,-0.32,1.08,0.72,0.01,0.52,N
6.3,58.46,8.02,7.57,17.6,42.82,35.02,0.04,0.03,0.04,0.04,1.46,-3.06,3.97,1.02,0.65,3.74,3.46,0.59,1.32,6.01,0.5,0.52,-0.74,1.09,0.34,0.02,0.6,N
4.76,16.2,7.68,6.45,24.43,44.72,31.61,0.06,0.04,0.06,0.04,0.59,-4.06,14.93,0.81,0.58,9.32,-30.32,0.51,-1.48,4.13,0.39,0.67,-0.64,1.27,0.36,0.02,0.63,N
9.73,18.52,12.11,9.71,15.57,22.12,19.95,0.07,0.08,0.06,0.12,1.12,-116.12,9.22,0.75,0.54,672.39,3.74,0.54,1.05,4.74,0.49,0.51,-1.29,1.15,0.24,0.02,0.62,N
5.38,19.78,7.29,8.0,22.8,42.82,39.54,0.05,0.05,0.03,0.04,0.72,74.44,5.22,0.78,0.58,13.05,57.0,0.52,-0.68,-2.05,0.38,0.53,-0.86,0.45,0.4,0.02,0.56,N
3.21,15.53,8.24,11.12,16.21,46.75,107.29,0.04,0.09,0.05,0.06,5.49,-1.81,5.33,0.82,0.54,3.39,1.85,0.58,-1.13,1.2,0.42,0.58,-0.95,1.51,-0.04,0.01,0.62,N
13.48,17.11,6.14,6.93,11.66,29.49,36.62,0.05,0.05,0.05,0.08,1.5,-2.16,2.13,0.92,0.6,2.25,1.91,0.64,1.44,12.34,0.52,0.74,-0.89,1.12,-0.0,0.02,0.6,N
5.49,41.99,17.07,10.25,19.05,47.89,59.05,0.16,0.24,0.07,0.08,0.8,-6.8,4.55,1.07,0.48,6.6,-2.11,0.51,-1.95,5.86,0.43,0.69,-0.76,1.56,0.63,0.01,0.48,N
5.75,34.59,19.58,14.29,28.41,62.86,55.99,0.11,0.16,0.09,0.05,0.71,-2.44,52.16,0.62,0.52,5.36,-3.97,0.47,1.29,7.34,0.4,0.64,-0.13,1.25,0.68,0.02,0.64,N
6.89,29.49,20.56,10.32,26.47,27.89,34.85,0.09,0.05,0.05,0.04,0.59,-12.08,-11.13,0.53,0.44,-49.26,-4.18,0.49,-0.09,-3.12,0.41,0.46,-0.67,1.43,0.46,0.01,0.52,N
16.68,11.88,10.44,10.64,24.01,104.27,138.84,0.1,0.04,0.06,0.07,5.15,-7.77,8.09,0.72,0.61,12.2,-13.2,0.53,1.38,15.96,0.51,0.59,-0.49,1.32,0.82,0.02,0.58,N
6.81,23.35,8.28,10.36,17.85,40.34,33.36,0.03,0.04,0.05,0.05,-11.97,-8.82,10.76,1.02,0.59,-69.09,2.44,0.42,-0.41,3.98,0.43,0.32,-1.5,2.61,0.23,0.02,0.59,N
5.75,24.37,7.2,8.71,13.23,45.53,35.61,0.06,0.04,0.07,0.05,1.06,11.97,-10.35,0.74,0.63,-10.12,-24.83,0.47,1.09,12.75,0.52,0.51,-1.37,1.02,0.32,0.03,0.03,N
6.61,29.66,6.47,8.24,14.94,326.02,126.46,0.03,0.04,0.04,0.05,7.89,-9.16,4.94,0.98,0.53,8.04,-31.1,0.48,-1.28,3.93,0.37,0.55,-1.59,0.25,0.42,0.02,0.57,N
5.35,8.38,10.57,8.7,10.21,26.25,19.4,0.05,0.04,0.03,0.03,0.84,-1.86,2.32,1.08,0.55,1.95,2.2,0.6,-0.29,-4.63,0.4,0.52,-0.54,0.95,-0.35,0.01,0.54,N
3.66,22.2,8.56,10.89,13.88,37.33,32.18,0.06,0.05,0.09,0.09,1.15,28.32,5.96,0.64,0.55,-202.98,58.41,0.51,1.21,16.85,0.51,0.53,-1.0,1.14,1.01,0.02,0.62,N
5.23,10.12,7.2,7.47,25.04,55.18,42.97,0.05,0.05,0.04,0.04,0.74,-6.11,3.82,0.99,0.52,6.82,626.54,0.52,-0.21,-3.82,0.39,0.63,-0.74,1.4,-0.09,0.02,0.59,N
-1.23,20.47,9.44,7.21,18.01,37.01,36.83,0.07,0.06,0.07,0.03,0.93,-10.44,-7.08,0.51,0.54,-5.42,-1.99,0.47,2.07,7.99,0.41,0.5,-0.91,1.85,1.19,0.02,0.63,N
6.91,19.19,7.46,12.8,17.1,29.66,30.32,0.05,0.09,0.06,0.04,1.61,-7.37,-6.5,0.51,0.6,-82.15,-20.3,0.51,1.18,14.05,0.54,0.56,-1.12,1.23,0.66,0.02,0.62,N
9.27,13.96,11.94,15.9,11.8,49.55,32.32,0.09,0.16,0.03,0.1,0.62,-1.78,1.99,1.08,0.46,2.57,-27.14,0.43,-1.77,4.55,0.36,0.56,-0.93,1.7,0.48,0.01,0.45,N
13.29,20.48,9.24,6.68,22.92,47.05,72.64,0.1,0.03,0.05,0.04,0.54,-3.4,2.74,1.41,0.48,3.32,-13.58,0.38,-1.6,5.35,0.41,0.35,-0.52,0.33,0.65,0.02,0.58,N
6.07,30.9,8.75,7.96,11.66,37.6,31.25,0.05,0.06,0.04,0.03,1.81,-5.99,-8.81,0.33,0.67,-32.06,-5.96,0.49,0.84,14.75,0.58,0.49,-0.37,1.3,0.46,0.02,0.59,N
9.47,16.11,11.2,10.71,8.59,35.46,39.55,0.07,0.07,0.08,0.06,1.26,-2.13,3.64,0.67,0.68,3.12,2.88,0.57,0.7,19.96,0.6,0.52,-0.79,1.52,0.51,0.02,0.6,N
6.25,36.53,7.21,11.92,24.43,326.9,222.52,0.06,0.05,0.04,0.03,0.62,10.38,-171.8,1.05,0.59,-10.14,-3.54,0.46,1.61,6.06,0.42,0.62,-0.73,0.95,0.26,0.01,0.63,N
-0.5,13.02,9.24,14.11,18.03,108.4,72.89,0.04,0.03,0.04,0.05,0.37,-3.25,2.29,1.84,0.56,2.37,-33.66,0.37,2.36,0.73,0.37,0.35,-0.23,0.38,0.58,0.02,0.6,N
-2.67,14.84,6.68,7.34,15.3,144.13,95.96,0.08,0.04,0.18,0.05,1.15,-2.7,7.66,0.81,0.58,9.76,13.29,0.44,-1.05,0.19,0.42,0.76,-0.9,1.88,0.13,0.01,0.5,N
5.14,12.21,8.13,7.73,25.4,19.44,24.5,0.03,0.05,0.04,0.03,1.81,-6.15,-18.72,0.88,0.53,177.3,17.41,0.46,-0.72,-1.1,0.37,0.42,-1.11,1.22,0.1,0.02,0.61,N
7.17,25.23,9.25,6.4,12.99,28.77,26.6,0.09,0.03,0.04,0.04,0.6,-10.42,-6.25,0.52,0.59,-6.52,-4.01,0.53,1.0,5.42,0.57,0.54,-0.85,1.22,0.49,0.02,0.62,N
4.96,33.6,13.39,5.92,10.47,162.8,90.73,0.06,0.06,0.05,0.05,0.6,-7.64,-5.02,0.56,0.6,-5.75,-3.65,0.42,1.44,10.16,0.5,0.61,-0.63,1.31,0.38,0.02,0.63,N
14.62,16.06,5.68,8.48,11.19,46.72,65.51,0.05,0.05,0.05,0.04,-7.93,3.31,-2.24,0.38,0.5,-2.2,-4.57,0.49,2.68,6.1,0.44,0.43,-1.24,0.92,0.45,0.02,0.6,N
3.75,13.68,8.34,9.33,15.11,23.11,22.76,0.03,0.03,0.08,0.09,0.92,-1.07,2.89,0.99,0.56,1.77,2.34,0.56,-0.59,-3.94,0.33,0.54,-0.25,1.71,0.24,0.01,0.58,N
5.33,78.48,7.74,11.7,25.89,573.85,660.76,0.03,0.06,0.05,0.1,0.9,-0.95,5.39,0.76,0.47,1.71,-3.22,0.39,-1.67,3.04,0.41,0.83,0.36,1.12,0.2,0.01,0.42,N
9.8,25.37,9.61,8.7,12.41,37.43,55.07,0.04,0.04,0.07,0.05,0.92,79.18,5.47,0.94,0.6,13.02,-2.83,0.49,1.01,16.34,0.52,0.57,-0.89,0.41,0.76,0.02,0.63,N
5.85,50.23,10.64,8.84,14.74,30.86,36.96,0.04,0.04,0.1,0.08,4.5,-1.6,1.14,1.46,0.5,1.6,5.18,0.55,-2.44,5.73,0.44,1.0,-0.46,1.74,0.47,0.01,0.48,N
5.36,15.93,8.21,11.75,38.18,69.84,60.88,0.06,0.06,0.04,0.05,0.39,23.33,-9.84,0.48,0.54,-19.48,-4.07,0.53,1.72,6.54,0.47,0.57,-0.57,1.29,0.66,0.01,0.57,N
15.1,22.44,10.15,8.87,14.43,813.96,509.7,0.06,0.07,0.03,0.05,2.08,-3.74,4.67,0.72,0.54,9.06,-7.37,0.38,1.18,4.69,0.47,0.64,-0.94,2.04,0.23,0.0,0.39,N
5.89,15.52,11.25,9.56,9.62,50.56,58.77,0.04,0.05,0.04,0.06,1.19,41.54,3.62,0.85,0.57,42.08,6.09,0.55,-0.86,-0.43,0.4,0.52,-0.76,1.44,0.42,0.02,0.62,N
5.0,32.67,10.28,8.3,8.64,67.97,82.95,0.04,0.03,0.04,0.04,4.56,-6.63,3.6,1.32,0.5,4.26,5.05,0.51,-1.77,6.37,0.39,0.57,-1.02,1.41,0.15,0.02,0.63,N
5.99,21.95,14.83,13.42,46.47,46.55,50.42,0.05,0.05,0.05,0.04,0.98,-4.37,14.88,1.02,0.59,8.82,-4.25,0.5,1.4,3.38,0.38,0.61,-1.11,1.12,0.65,0.01,0.49,N
16.23,12.92,8.04,7.98,11.4,111.21,91.02,0.03,0.07,0.03,0.07,-15.16,-105.62,4.39,0.6,0.54,-70.98,5.52,0.52,1.55,2.4,0.42,0.49,-0.89,1.36,0.21,0.02,0.62,N
5.46,39.14,8.27,8.13,20.25,34.88,40.12,0.03,0.08,0.05,0.06,-88.64,-5.69,18.23,0.84,0.57,-48.24,11.74,0.5,1.67,4.59,0.44,0.54,-0.39,1.76,0.53,0.01,0.61,N
6.19,26.62,14.43,20.62,16.4,33.98,34.36,0.05,0.04,0.06,0.07,0.74,-6.39,4.59,0.73,0.52,7.34,-19.99,0.55,1.3,-0.9,0.4,0.48,-0.57,1.38,0.59,0.02,0.63,N
6.77,39.96,9.21,8.08,16.81,140.64,186.62,0.14,0.04,0.04,0.03,1.17,-4.48,5.55,0.67,0.57,7.39,6.28,0.5,1.35,-0.28,0.4,0.5,-0.61,1.77,0.56,0.01,0.63,N
9.79,14.78,9.2,10.89,82.03,44.47,34.74,0.04,0.06,0.03,0.03,40.68,-11.36,7.63,0.65,0.57,26.43,22.79,0.44,1.22,9.5,0.45,0.52,-1.43,0.68,0.27,0.02,0.6,N
6.55,34.0,14.57,10.15,25.17,48.24,42.42,0.04,0.05,0.05,0.04,1.04,-4.63,43.12,0.84,0.53,-117.47,22.9,0.44,2.21,7.42,0.45,0.52,-1.08,1.35,0.51,0.0,0.0,N
5.76,27.51,9.09,6.91,10.75,80.94,132.42,0.07,0.04,0.04,0.04,1.06,24.41,28.64,0.64,0.61,-377.75,2.49,0.53,1.1,4.94,0.47,0.45,-0.83,1.11,0.25,0.02,0.62,N
5.05,24.46,10.62,8.53,20.47,61.21,42.44,0.09,0.05,0.03,0.03,0.88,-1.72,2.69,1.26,0.45,2.66,4.35,0.61,-0.18,-2.84,0.39,0.7,-0.73,1.0,0.72,0.01,0.5,N
6.15,70.07,12.23,9.42,26.39,65.74,50.09,0.04,0.07,0.13,0.06,1.61,-1.65,3.32,0.68,0.48,2.7,15.6,0.46,-0.86,11.62,0.38,0.48,0.11,0.93,0.74,0.01,0.37,N
17.4,17.45,8.0,10.2,22.12,38.38,24.45,0.05,0.06,0.04,0.05,1.78,-2.68,13.53,1.07,0.56,6.81,11.41,0.52,-1.43,3.45,0.41,0.58,-1.33,0.57,0.53,0.01,0.63,N
5.9,19.94,8.87,8.7,20.12,37.63,51.41,0.08,0.04,0.05,0.04,1.8,-44.85,3.59,1.07,0.55,5.44,5.97,0.51,-0.59,-0.13,0.33,0.37,-0.57,0.84,0.24,0.01,0.02,N
8.98,13.97,6.86,7.73,40.51,32.62,39.96,0.05,0.04,0.05,0.06,0.75,-103.59,11.44,0.92,0.58,25.38,41.94,0.53,2.08,8.04,0.42,0.51,-1.03,0.66,0.36,0.02,0.57,N
6.08,90.46,10.58,9.63,30.67,40.19,37.04,0.05,0.07,0.05,0.04,0.58,5.99,-3.78,0.09,0.56,-4.52,-2.06,0.51,-1.12,0.96,0.4,0.45,-0.67,0.98,0.18,0.01,0.45,N
-2.15,33.05,9.38,9.48,21.69,46.91,43.86,0.05,0.04,0.05,0.03,0.54,-1.92,5.56,0.93,0.58,3.4,4.89,0.56,-0.82,1.44,0.31,0.58,-0.4,0.51,0.5,0.02,0.58,N
13.63,30.06,10.01,11.99,21.64,30.28,42.3,0.07,0.04,0.05,0.06,0.96,-1.53,4.24,0.62,0.49,3.08,4.25,0.46,-0.66,-1.85,0.27,0.53,-0.85,1.83,0.33,0.02,0.63,N
14.81,259.26,333.33,333.33,259.26,466.67,466.67,0.13,0.06,0.05,0.08,0.11,1.29,-9.21,0.24,0.31,-16.37,-0.86,0.39,1.17,6.85,0.5,0.5,0.45,0.72,0.76,0.0,0.0,N
5.46,15.08,10.12,9.1,21.25,24.0,25.57,0.1,0.06,0.06,0.05,1.02,-6.21,15.83,0.46,0.53,12.22,5.42,0.53,0.84,4.73,0.44,0.5,-1.14,1.08,0.53,0.02,0.6,N
5.35,11.69,6.24,8.11,10.59,47.49,39.39,0.04,0.05,0.06,0.05,1.29,18.82,-17.48,0.63,0.52,-10.13,13.78,0.51,1.64,7.89,0.47,0.53,-1.36,1.77,0.5,0.02,0.63,N
5.2,23.41,9.69,15.98,21.21,154.32,76.01,0.04,0.09,0.04,0.07,1.22,-2.46,4.22,0.91,0.58,4.57,-6.05,0.5,-0.47,-3.15,0.37,0.43,-0.87,1.94,0.57,0.02,0.58,N
4.35,16.77,12.21,9.98,12.85,64.72,28.08,0.07,0.04,0.07,0.06,6.44,168.13,19.22,0.63,0.59,41.45,-4.98,0.52,1.13,16.14,0.54,0.49,-0.77,1.38,0.35,0.01,0.43,N
-2.06,30.7,10.78,6.83,15.67,49.26,88.06,0.18,0.04,0.06,0.06,0.73,-6.62,5.65,1.65,0.53,6.69,-11.79,0.49,-0.79,7.99,0.4,0.56,-0.61,0.42,0.26,0.01,0.61,N
6.23,14.26,6.82,12.5,13.76,115.51,368.78,0.06,0.04,0.04,0.04,1.01,-24.71,-12.88,0.51,0.59,-22.72,69.25,0.54,1.22,3.2,0.47,0.49,-0.88,0.85,0.29,0.02,0.61,N
4.92,7.75,12.11,8.73,10.92,32.41,25.19,0.06,0.04,0.19,0.13,5.62,-8.42,0.68,-0.12,0.48,2.2,1.21,0.53,1.07,5.37,0.2,0.43,-0.94,2.01,0.31,0.02,0.59,N
5.79,9.74,8.59,12.17,19.16,21.96,41.36,0.03,0.03,0.03,0.04,0.55,-2.98,-9.82,0.64,0.57,16.69,9.05,0.48,-0.55,-3.15,0.24,0.48,-1.09,0.38,0.33,0.02,0.61,N
6.61,83.98,14.34,8.64,22.05,21.76,19.88,0.07,0.09,0.05,0.18,1.15,-2.71,2.43,0.53,0.59,3.43,18.48,0.55,-0.54,-4.96,0.32,0.46,0.09,0.76,0.67,0.02,0.62,N
5.45,18.13,12.97,8.92,21.61,32.48,30.86,0.05,0.04,0.08,0.05,1.02,-133.33,8.36,0.55,0.57,29.58,-61.62,0.57,1.51,2.16,0.48,0.58,-0.8,1.23,0.63,0.02,0.62,N
4.26,13.86,9.01,10.65,13.25,76.07,87.92,0.04,0.04,0.04,0.03,0.67,-2.54,-7.81,0.75,0.57,27.64,-13.01,0.43,1.3,4.45,0.52,0.56,-1.23,1.19,0.15,0.01,0.52,N
7.55,16.79,18.25,11.87,39.31,45.21,40.21,0.05,0.04,0.09,0.03,0.96,-3.36,5.02,0.77,0.57,4.56,4.02,0.54,1.21,3.42,0.5,0.43,-0.92,1.6,0.4,0.02,0.63,N
6.59,30.74,9.42,8.68,15.98,51.36,41.69,0.04,0.05,0.05,0.08,0.62,-1.87,5.73,0.78,0.56,2.37,-6.32,0.52,1.21,16.39,0.54,0.64,0.16,0.75,1.01,0.01,0.65,N
5.93,20.93,8.6,7.36,22.22,44.17,29.99,0.03,0.06,0.05,0.04,2.13,-10.31,18.49,0.43,0.53,371.87,3.81,0.54,-0.69,-1.8,0.38,0.51,-0.93,1.23,0.54,0.02,0.63,N
14.66,7.42,8.78,7.86,13.03,26.61,28.94,0.04,0.04,0.05,0.03,2.57,-0.88,2.65,1.28,0.53,1.48,1.5,0.58,1.54,9.99,0.47,0.58,-1.03,1.6,0.21,0.02,0.61,N
4.4,8.56,7.04,7.93,32.54,23.51,36.54,0.04,0.13,0.13,0.13,0.77,-10.5,17.39,2.07,0.52,12.62,-1.02,0.37,1.46,7.82,0.49,0.62,0.65,0.54,0.47,0.01,0.6,N
